(0, [24, 'Luca', 'male', 'Stolnici'])
(5743, [21, 'Darko', 'male', 'Petruț'])
(5744, [45, 'Gențiana', 'female', 'Tăbăraș'])
(5745, [20, 'Antim', 'male', 'Stroici'])
(5746, [20, 'Gianina', 'female', 'Corbea'])
(5747, [32, 'Domnica', 'female', 'Trașcă'])
(5748, [95, 'Aglaia', 'female', 'Udrea'])
(5749, [26, 'Grigore', 'male', 'Popoviciu'])
(5750, [27, 'Saveta', 'female', 'Pâslaru'])
(5751, [18, 'Cezar', 'male', 'Firulescu'])
(5752, [41, 'Anemona', 'female', 'Mazilu'])
(5753, [24, 'Jasna', 'female', 'Rogoz'])
(5754, [18, 'Georgian', 'male', 'Morțun'])
(5755, [22, 'Majda', 'female', 'Loteanu'])
(5756, [27, 'Edin', 'male', 'Cazan'])
(5757, [25, 'Letiția', 'female', 'Mureșanu'])
(5758, [27, 'Teona', 'female', 'Sîrghie'])
(5759, [20, 'Ivan', 'male', 'Mutapčić'])
(5760, [27, 'Stela', 'female', 'Deleanu'])
(5761, [52, 'Megi', 'female', 'Brașoveanu'])
(5762, [50, 'Rozalia', 'female', 'Găitan'])
(5763, [41, 'Fadil', 'male', 'Rotariu'])
(5764, [27, 'Flavio', 'male', 'Bușilă'])
(5765, [21, 'Iasmina', 'female', 'Răzvan'])
(5766, [28, 'Mihai', 'male', 'Pădurar'])
(5767, [19, 'Daniela', 'female', 'Racoți'])
(5768, [43, 'Ștefania', 'female', 'Pascu'])
(5769, [24, 'Albana', 'female', 'Pădurean'])
(5770, [28, 'Nicolae', 'male', 'Ciobanu'])
(5771, [23, 'Crina', 'female', 'Penescu'])
(5772, [51, 'Dorina', 'female', 'Prelipceanu'])
(5773, [19, 'Tina', 'female', 'Miculescu'])
(5774, [85, 'Șerban', 'male', 'Arnautović'])
(5775, [21, 'Dorinel', 'male', 'Catargi'])
(5776, [55, 'Daciana', 'female', 'Baciu'])
(5777, [19, 'Ivana', 'female', 'Divjak'])
(5778, [46, 'Dragan', 'male', 'Florea'])
(5779, [20, 'Emilia', 'female', 'Caranfil'])
(5780, [35, 'Aglaia', 'female', 'Teodorașcu'])
(5781, [20, 'Grațian', 'male', 'Ceaușescu'])
(5782, [32, 'Aurică', 'male', 'Calotescu'])
(5783, [20, 'Ducu', 'male', 'Călina'])
(5784, [54, 'Sever', 'male', 'Duro'])
(5785, [18, 'Olimpian', 'male', 'Mehmedbašić'])
(5786, [24, 'Eliza', 'female', 'Șerb'])
(5787, [21, 'Majda', 'female', 'Mazilu'])
(5788, [36, 'Victor', 'male', 'Posteucă'])
(5789, [20, 'Mărioara', 'female', 'Pădurețu'])
(5790, [18, 'Aurelia', 'female', 'Sassu'])
(5791, [77, 'Ovidiu', 'male', 'Varzar'])
(5792, [37, 'Antonela', 'female', 'Cazan'])
(5793, [22, 'Jeana', 'female', 'Bordea'])
(5794, [19, 'Olga', 'female', 'Andreoiu'])
(5795, [27, 'Anila', 'female', 'Potočnik'])
(5796, [25, 'Nidia', 'female', 'Todoran'])
(5797, [21, 'Iris', 'female', 'Gherghel'])
(5798, [51, 'Ludovica', 'female', 'Văcăroiu'])
(5799, [50, 'Iosif', 'male', 'Kos'])
(5800, [34, 'Elisaveta', 'female', 'Racoveanu'])
(5801, [23, 'Ducu', 'male', 'Joldea'])
(5802, [21, 'Constanța', 'female', 'Cazacu'])
(5803, [64, 'Andra', 'female', 'Butoi'])
(5804, [18, 'Natașa', 'female', 'Josan'])
(5805, [18, 'Dragan', 'male', 'Demiri'])
(5806, [18, 'Ariadna', 'female', 'Iacobescu'])
(5807, [42, 'Bucur', 'male', 'Vidmar'])
(5808, [23, 'Andrej', 'male', 'Pleșan'])
(5809, [19, 'Adela', 'female', 'Slaivici'])
(5810, [24, 'Eusebiu', 'male', 'Kolar'])
(5811, [20, 'Idna', 'female', 'Zupanc'])
(5812, [21, 'Varvara', 'female', 'Simu'])
(5813, [19, 'Fahret', 'male', 'Mureșan'])
(5814, [59, 'David', 'male', 'Lucescu'])
(5815, [52, 'Boris', 'male', 'Andreoiu'])
(5816, [18, 'Darko', 'male', 'Luchian'])
(5817, [90, 'Oana', 'female', 'Todea'])
(5818, [50, 'Simi', 'male', 'Băsescu'])
(5819, [59, 'Adina', 'female', 'Joldea'])
(5820, [24, 'Stan', 'male', 'Kiazim'])
(5821, [24, 'Constantin', 'male', 'Cenușaru'])
(5822, [39, 'Aurică', 'male', 'Iordache'])
(5823, [50, 'Constantina', 'female', 'Burcă'])
(5824, [51, 'Dinka', 'female', 'Buia'])
(5825, [18, 'Fabia', 'female', 'Bădărău'])
(5826, [61, 'Damian', 'male', 'Shyti'])
(5827, [25, 'David', 'male', 'Sušić'])
(5828, [31, 'Anton', 'male', 'Lepădatu'])
(5829, [21, 'Milena', 'female', 'Seciu'])
(5830, [19, 'Aglaia', 'female', 'Răzvan'])
(5831, [45, 'Mălina', 'female', 'Sarajlić'])
(5832, [37, 'Petar', 'male', 'Pârvu'])
(5833, [19, 'Darja', 'female', 'Văluță'])
(5834, [18, 'Cornel', 'male', 'Sătmărean'])
(5835, [40, 'Aneta', 'female', 'Fătu'])
(5836, [38, 'Finka', 'female', 'Orleanu'])
(5837, [37, 'Geta', 'female', 'Barna'])
(5838, [41, 'Cristina', 'female', 'Petrescu'])
(5839, [32, 'Dorel', 'male', 'Izetbegović'])
(5840, [36, 'Almir', 'male', 'Drăgan'])
(5841, [38, 'Agripina', 'female', 'Lupea'])
(5842, [33, 'Venera', 'female', 'Chebac'])
(5843, [42, 'Floare', 'female', 'Zajc'])
(5844, [18, 'Elma', 'female', 'Bucurescu'])
(5845, [37, 'Anton', 'male', 'Rădescu'])
(5846, [21, 'Avram', 'male', 'Căianu'])
(5847, [21, 'Alban', 'male', 'Dobrin'])
(5848, [50, 'Samir', 'male', 'Robu'])
(5849, [20, 'Lioara', 'female', 'Andrieș'])
(5850, [23, 'Gina', 'female', 'Pîrvu'])
(5851, [20, 'Liviu', 'male', 'Kuhar'])
(5852, [18, 'Martin', 'male', 'Vianu'])
(5853, [31, 'Tarik', 'male', 'Edeleanu'])
(5854, [20, 'Fadil', 'male', 'Dobrin'])
(5855, [33, 'Teohari', 'male', 'Lascu'])
(5856, [31, 'Marijana', 'female', 'Onciu'])
(5857, [67, 'Ilinca', 'female', 'Mușat'])
(5858, [18, 'Gherghina', 'female', 'Oblak'])
(5859, [19, 'Gersi', 'male', 'Drăgan'])
(5860, [42, 'Sandu', 'male', 'Strătilescu'])
(5861, [27, 'Tatjana', 'female', 'Loteanu'])
(5862, [19, 'Nermin', 'male', 'Mărginean'])
(5863, [44, 'Ducu', 'male', 'Badea'])
(5864, [22, 'Mitică', 'male', 'Goldiș'])
(5865, [27, 'Lăcrămioara', 'female', 'Hrușcă'])
(5866, [19, 'Ghiță', 'male', 'Stănescu'])
(5867, [24, 'Clara', 'female', 'Begu'])
(5868, [20, 'Nermin', 'male', 'Pogor'])
(5869, [58, 'Adelina', 'female', 'Pogor'])
(5870, [20, 'Tatjana', 'female', 'Kuhar'])
(5871, [59, 'Brândușa', 'female', 'Nišić'])
(5872, [28, 'Daraiana', 'female', 'Lepădatu'])
(5873, [38, 'Octav', 'male', 'Mihăileanu'])
(5874, [90, 'Anto', 'male', 'Hribar'])
(5875, [39, 'Mirela', 'female', 'Caraciobanu'])
(5876, [23, 'Branka', 'female', 'Malcoci'])
(5877, [18, 'Benone', 'male', 'Božič'])
(5878, [36, 'Dora', 'female', 'Shyti'])
(5879, [31, 'Flora', 'female', 'Cazacu'])
(5880, [20, 'Cezara', 'female', 'Braghiș'])
(5881, [22, 'Anemona', 'female', 'Osmani'])
(5882, [19, 'Ines', 'female', 'Covaci'])
(5883, [19, 'Tincuța', 'female', 'Papură'])
(5884, [20, 'Marius', 'male', 'Zuhrić'])
(5885, [49, 'Eva', 'female', 'Begu'])
(5886, [19, 'Marko', 'male', 'Verejanu'])
(5887, [24, 'Besa', 'female', 'Magheru'])
(5888, [19, 'Antoaneta', 'female', 'Andreoiu'])
(5889, [25, 'Liana', 'female', 'Braghiș'])
(5890, [21, 'Sandu', 'male', 'Salatić'])
(5891, [21, 'Ana', 'female', 'Croitor'])
(5892, [19, 'Eusebia', 'female', 'Șoitu'])
(5893, [46, 'Demetra', 'female', 'Grozescu'])
(5894, [26, 'Bogdan', 'male', 'Făgărășanu'])
(5895, [19, 'Cornel', 'male', 'Braghiș'])
(5896, [19, 'Anaida', 'female', 'Onciu'])
(5897, [27, 'Natalia', 'female', 'Buzdugan'])
(5898, [24, 'Irena', 'female', 'Butnariu'])
(5899, [18, 'Lucreția', 'female', 'Croitor'])
(5900, [18, 'Aleodor', 'male', 'Captaru'])
(5901, [29, 'Milena', 'female', 'Moculescu'])
(5902, [26, 'Casian', 'male', 'Runceanu'])
(5903, [30, 'Xenia', 'female', 'Penescu'])
(5904, [27, 'Ela', 'female', 'Moța'])
(5905, [32, 'Dumitrana', 'female', 'Pașcu'])
(5906, [36, 'Octaviu', 'male', 'Rus'])
(5907, [63, 'Ioan', 'male', 'Sabău'])
(5908, [63, 'Dana', 'female', 'Bîrlea'])
(5909, [41, 'Eva', 'female', 'Huidu'])
(5910, [51, 'Sabrina', 'female', 'Bucurescu'])
(5911, [34, 'Narcis', 'male', 'Goldiș'])
(5912, [28, 'Dumitrana', 'female', 'Mureșan'])
(5913, [72, 'Romulus', 'male', 'Țuțea'])
(5914, [20, 'Anila', 'female', 'Kotnik'])
(5915, [35, 'Amelia', 'female', 'Kopanja'])
(5916, [40, 'Dida', 'female', 'Adoc'])
(5917, [21, 'Ina', 'female', 'Badea'])
(5918, [37, 'Ivana', 'female', 'Brediceanu'])
(5919, [68, 'Tincuța', 'female', 'Mlakar'])
(5920, [26, 'Tamara', 'female', 'Moțoc'])
(5921, [22, 'Maximilian', 'male', 'Zane'])
(5922, [47, 'Vedad', 'male', 'Miclea'])
(5923, [18, 'Denis', 'male', 'Răceanu'])
(5924, [20, 'Jožica', 'female', 'Rakić'])
(5925, [19, 'George', 'male', 'Pădurețu'])
(5926, [34, 'Faruk', 'male', 'Câmpeanu'])
(5927, [46, 'Dumitru', 'male', 'Săulescu'])
(5928, [41, 'Larisa', 'female', 'Budeanu'])
(5929, [46, 'Amar', 'male', 'Burdujan'])
(5930, [22, 'Nataša', 'female', 'Oancea'])
(5931, [28, 'Dorli', 'female', 'Socolescu'])
(5932, [31, 'Kenan', 'male', 'Mlakar'])
(5933, [34, 'Dorli', 'female', 'Gheorghe'])
(5934, [27, 'Damian', 'male', 'Țepeneag'])
(5935, [43, 'Elisaveta', 'female', 'Badea'])
(5936, [63, 'Roland', 'male', 'Lotru'])
(5937, [84, 'Eva', 'female', 'Chihaia'])
(5938, [60, 'Fikret', 'male', 'Rozman'])
(5939, [18, 'Dorli', 'female', 'Ulmeanu'])
(5940, [36, 'Jasenko', 'male', 'Uglar'])
(5941, [21, 'Ducu', 'male', 'Besoiu'])
(5942, [21, 'Erion', 'male', 'Neacșu'])
(5943, [42, 'Stancu', 'male', 'Mureșanu'])
(5944, [48, 'Anatolie', 'male', 'Vădineanu'])
(5945, [29, 'Teea', 'female', 'Becali'])
(5946, [49, 'Adea', 'female', 'Dascălu'])
(5947, [91, 'Tomaž', 'male', 'Chișu'])
(5948, [23, 'Nae', 'male', 'Suceveanu'])
(5949, [24, 'Albert', 'male', 'Demetrescu'])
(5950, [26, 'Panait', 'male', 'Ciocârlan'])
(5951, [22, 'Catrinel', 'female', 'Mureșan'])
(5952, [67, 'Sandu', 'male', 'Korošec'])
(5953, [25, 'Dorina', 'female', 'Onoriu'])
(5954, [34, 'Belma', 'female', 'Orleanu'])
(5955, [22, 'Alma', 'female', 'Șoitu'])
(5956, [20, 'Elena', 'female', 'Celan'])
(5957, [21, 'Antoniu', 'male', 'Hoxha'])
(5958, [28, 'Terezija', 'female', 'Giurescu'])
(5959, [27, 'Floarea', 'female', 'Caramitru'])
(5960, [33, 'Faris', 'male', 'Dukagjini'])
(5961, [43, 'Dragica', 'female', 'Papahagi'])
(5962, [52, 'Anabela', 'female', 'Costea'])
(5963, [19, 'Eliana', 'female', 'Cocea'])
(5964, [21, 'David', 'male', 'Hațiegan'])
(5965, [66, 'Georgel', 'male', 'Silaș'])
(5966, [26, 'Iustin', 'male', 'Preoteasa'])
(5967, [23, 'Georgiana', 'female', 'Țăranu'])
(5968, [74, 'Fikret', 'male', 'De la Marina'])
(5969, [60, 'Dorinel', 'male', 'Goma'])
(5970, [35, 'Ina', 'female', 'Bărlea'])
(5971, [41, 'Octavian', 'male', 'Edeleanu'])
(5972, [31, 'Constantina', 'female', 'Buhuș'])
(5973, [19, 'Suzana', 'female', 'Ciorioianu'])
(5974, [53, 'Maximilian', 'male', 'Florea'])
(5975, [28, 'Sava', 'male', 'Lupea'])
(5976, [27, 'Edi', 'male', 'Prelipceanu'])
(5977, [22, 'Dalia', 'female', 'Gligor'])
(5978, [37, 'Elvir', 'male', 'Cornescu'])
(5979, [22, 'Jasmin', 'male', 'Lăcustă'])
(5980, [90, 'Eremia', 'male', 'Țepeneag'])
(5981, [85, 'Mara', 'female', 'Medved'])
(5982, [24, 'Amelia', 'female', 'Aman'])
(5983, [34, 'Luka', 'male', 'Sidran'])
(5984, [25, 'Caius', 'male', 'Toderaș'])
(5985, [91, 'Ivan', 'male', 'Deleanu'])
(5986, [30, 'Dumitrana', 'female', 'Iepureanu'])
(5987, [23, 'Flavia', 'female', 'Păturică'])
(5988, [18, 'Iridenta', 'female', 'Rotaru'])
(5989, [29, 'Renata', 'female', 'Knez'])
(5990, [22, 'Norman', 'male', 'Gălățanu'])
(5991, [21, 'Emanuela', 'female', 'Văsescu'])
(5992, [33, 'Bajro', 'male', 'Pârvu'])
(5993, [21, 'Dina', 'female', 'Bîrlea'])
(5994, [57, 'Mila', 'female', 'Firulescu'])
(5995, [25, 'Frederic', 'male', 'Săceanu'])
(5996, [30, 'Leontina', 'female', 'Burcă'])
(5997, [24, 'Camil', 'male', 'Pogor'])
(5998, [44, 'Decebal', 'male', 'Popovici'])
(5999, [25, 'Viorela', 'female', 'Mailat'])
(6000, [29, 'Florina', 'female', 'Brătianu'])
(6001, [24, 'Matej', 'male', 'Joldea'])
(6002, [24, 'Teofil', 'male', 'Costea'])
(6003, [33, 'Matej', 'male', 'Musaj'])
(6004, [25, 'Lorik', 'male', 'Pușcaș'])
(6005, [29, 'Vera', 'female', 'Cosmovici'])
(6006, [21, 'Dario', 'male', 'Holda'])
(6007, [18, 'Ștefana', 'female', 'Dukagjini'])
(6008, [18, 'Biljana', 'female', 'Cupșa'])
(6009, [26, 'Dorin', 'male', 'Drăghiceanu'])
(6010, [29, 'Norica', 'female', 'Josan'])
(6011, [26, 'Emilian', 'male', 'Olari'])
(6012, [45, 'Loreta', 'female', 'Begović'])
(6013, [32, 'Georgeta', 'female', 'Racoveanu'])
(6014, [77, 'Ana', 'female', 'Bilașco'])
(6015, [32, 'Teona', 'female', 'Bîrlădeanu'])
(6016, [20, 'Olga', 'female', 'Socolescu'])
(6017, [21, 'Mirko', 'male', 'Bogdani'])
(6018, [19, 'Todor', 'male', 'Divjak'])
(6019, [27, 'Alina', 'female', 'Ornea'])
(6020, [27, 'Florina', 'female', 'Trandafir'])
(6021, [23, 'Giorgian', 'male', 'Manțog'])
(6022, [20, 'Raul', 'male', 'Caraciobanu'])
(6023, [64, 'Zamfir', 'male', 'Agârbiceanu'])
(6024, [21, 'Ionela', 'female', 'Petruț'])
(6025, [21, 'Alexe', 'male', 'Gliga'])
(6026, [41, 'Eusațiu', 'male', 'Noica'])
(6027, [37, 'Petrișor', 'male', 'Cadanțu'])
(6028, [26, 'Sanja', 'female', 'Balašević'])
(6029, [40, 'Matjaž', 'male', 'Herlea'])
(6030, [21, 'Grațian', 'male', 'Maluțan'])
(6031, [36, 'Andrada', 'female', 'Iordache'])
(6032, [20, 'Anita', 'female', 'Klemenčič'])
(6033, [24, 'Adnan', 'male', 'Bozga'])
(6034, [52, 'Ariadna', 'female', 'Arnăutu'])
(6035, [18, 'Emilian', 'male', 'Dolgan'])
(6036, [44, 'Arnela', 'female', 'Buzescu'])
(6037, [32, 'Blaž', 'male', 'Loghin'])
(6038, [33, 'Ruxanda', 'female', 'Boștină'])
(6039, [23, 'Petruț', 'male', 'Agaparian'])
(6040, [26, 'Denisa', 'female', 'Cioran'])
(6041, [48, 'Iuliana', 'female', 'Lupu'])
(6042, [18, 'Stancu', 'male', 'Esinencu'])
(6043, [45, 'Irena', 'female', 'Goian'])
(6044, [19, 'Andreja', 'female', 'Murgescu'])
(6045, [34, 'Biljana', 'female', 'Bešlagić'])
(6046, [21, 'Adam', 'male', 'Drăghiceanu'])
(6047, [43, 'Mona', 'female', 'Gruia'])
(6048, [39, 'Marta', 'female', 'Șerbănescu'])
(6049, [25, 'Uma', 'female', 'Ciobanu'])
(6050, [26, 'Viorela', 'female', 'Livescu'])
(6051, [24, 'Dora', 'female', 'Toduță'])
(6052, [42, 'Elvir', 'male', 'Pop'])
(6053, [20, 'Adelaida', 'female', 'Prifti'])
(6054, [52, 'Marija', 'female', 'Čorbadžić'])
(6055, [18, 'Mirona', 'female', 'Burić'])
(6056, [27, 'Nicolae', 'male', 'Văsescu'])
(6057, [20, 'Matilda', 'female', 'Zurkić'])
(6058, [46, 'Sara', 'female', 'Huniade'])
(6059, [22, 'Mevludin', 'male', 'Florea'])
(6060, [20, 'Georgia', 'female', 'Neacșu'])
(6061, [97, 'Filofteia', 'female', 'De la Marina'])
(6062, [43, 'Olimpiu', 'male', 'Maluțan'])
(6063, [24, 'Alexantra', 'female', 'Enescu'])
(6064, [27, 'Teodora', 'female', 'Teodorașcu'])
(6065, [27, 'Esned', 'male', 'Sirma'])
(6066, [19, 'Enkelejda', 'female', 'Manțog'])
(6067, [29, 'Edmond', 'male', 'Penescu'])
(6068, [31, 'Sava', 'male', 'Neaga'])
(6069, [21, 'Barbara', 'female', 'Fătu'])
(6070, [19, 'Katja', 'female', 'Božič'])
(6071, [36, 'Eusebia', 'female', 'Pârvulescu'])
(6072, [40, 'Vicențiu', 'male', 'Croitor'])
(6073, [29, 'Alojz', 'male', 'Knez'])
(6074, [27, 'Romulus', 'male', 'Urs'])
(6075, [34, 'Rafila', 'female', 'Tăbăraș'])
(6076, [29, 'Lică', 'male', 'Țenescu'])
(6077, [18, 'Rebeca', 'female', 'Caramitru'])
(6078, [31, 'Emanuela', 'female', 'Toneanu'])
(6079, [34, 'Andrada', 'female', 'Bădulescu'])
(6080, [22, 'Branko', 'male', 'Korošec'])
(6081, [60, 'Nechifor', 'male', 'Sijerčić'])
(6082, [57, 'Amza', 'male', 'Șoitu'])
(6083, [22, 'Dora', 'female', 'Crăciun'])
(6084, [22, 'Petar', 'male', 'Pleșa'])
(6085, [29, 'Paul', 'male', 'Vâlcu'])
(6086, [24, 'Visarion', 'male', 'Murgeanu'])
(6087, [25, 'Alesandro', 'male', 'Nițescu'])
(6088, [25, 'Tjaša', 'female', 'Mureșanu'])
(6089, [64, 'Speranța', 'female', 'Tutoveanu'])
(6090, [22, 'Antim', 'male', 'Agârbiceanu'])
(6091, [34, 'Denis', 'male', 'Cîndea'])
(6092, [19, 'Maia', 'female', 'Dushku'])
(6093, [48, 'Filip', 'male', 'Padurariu'])
(6094, [30, 'Elena', 'female', 'Udilă'])
(6095, [100, 'Amanda', 'female', 'Bizău'])
(6096, [31, 'Nihad', 'male', 'Danciu'])
(6097, [20, 'Petruța', 'female', 'Danciu'])
(6098, [49, 'Nikolina', 'female', 'Udrea'])
(6099, [46, 'Ionică', 'male', 'Macri'])
(6100, [36, 'Eva', 'female', 'Hoban'])
(6101, [44, 'Tarik', 'male', 'Popovici'])
(6102, [45, 'Melina', 'female', 'Cosmovici'])
(6103, [25, 'Andreea', 'female', 'Ionescu'])
(6104, [24, 'Dženita', 'female', 'Odobescu'])
(6105, [46, 'Lucrețiu', 'male', 'Agaparian'])
(6106, [23, 'Mujo', 'male', 'Čengić'])
(6107, [20, 'Mujo', 'male', 'Goldiș'])
(6108, [46, 'Ilie', 'male', 'Korošec'])
(6109, [35, 'Codrin', 'male', 'Ghideanu'])
(6110, [38, 'Adam', 'male', 'Sušić'])
(6111, [20, 'Adelin', 'male', 'Lupescu'])
(6112, [22, 'Raluca', 'female', 'Bilașco'])
(6113, [20, 'Arina', 'female', 'Loteanu'])
(6114, [29, 'Mihail', 'male', 'Burcă'])
(6115, [19, 'Bojan', 'male', 'Herescu'])
(6116, [45, 'Isabela', 'female', 'Davidovici'])
(6117, [84, 'Marcela', 'female', 'Varo'])
(6118, [42, 'Frančiška', 'female', 'Lăzăreanu'])
(6119, [74, 'Matilda', 'female', 'Răzvan'])
(6120, [39, 'Neritan', 'male', 'Brâncoveanu'])
(6121, [38, 'Stanislav', 'male', 'Dascălu'])
(6122, [18, 'Iustina', 'female', 'Iliescu'])
(6123, [19, 'Niculiță', 'male', 'Cozma'])
(6124, [64, 'Cristian', 'male', 'Ivănescu'])
(6125, [18, 'Henrieta', 'female', 'Gherghel'])
(6126, [39, 'Mălina', 'female', 'Adamescu'])
(6127, [81, 'Norbert', 'male', 'Calotescu'])
(6128, [46, 'Savina', 'female', 'Drăghiceanu'])
(6129, [21, 'Lorelei', 'female', 'Toduță'])
(6130, [18, 'Suzana', 'female', 'Majstorović'])
(6131, [26, 'Marilena', 'female', 'Sireteanu'])
(6132, [24, 'Andrada', 'female', 'Mihăescu'])
(6133, [27, 'Neritan', 'male', 'Sîrghie'])
(6134, [25, 'Luka', 'male', 'Vidmar'])
(6135, [50, 'Tudosia', 'female', 'Myftiu'])
(6136, [59, 'Georgian', 'male', 'Herța'])
(6137, [38, 'Vlad', 'male', 'Moța'])
(6138, [25, 'Ioanina', 'female', 'Oanca'])
(6139, [43, 'Timur', 'male', 'Chebac'])
(6140, [87, 'Luis', 'male', 'Marjanović'])
(6141, [22, 'Mile', 'male', 'Stănescu'])
(6142, [18, 'Ela', 'female', 'Herța'])
(6143, [89, 'Catrinel', 'female', 'Brâncoveanu'])
(6144, [27, 'Nicolae', 'male', 'Kralj'])
(6145, [44, 'Osman', 'male', 'Padurariu'])
(6146, [32, 'Florica', 'female', 'Pacepa'])
(6147, [42, 'Amel', 'male', 'Sabău'])
(6148, [18, 'Mioara', 'female', 'Firulescu'])
(6149, [19, 'Matei', 'male', 'Fiscuteanu'])
(6150, [22, 'Steliana', 'female', 'Șerb'])
(6151, [23, 'Vera', 'female', 'Pascali'])
(6152, [21, 'Elma', 'female', 'Dinescu'])
(6153, [40, 'Magdalena', 'female', 'Tudan'])
(6154, [21, 'Fikret', 'male', 'Musaj'])
(6155, [19, 'Bajro', 'male', 'Grigoriu'])
(6156, [34, 'Atena', 'female', 'Andreoiu'])
(6157, [23, 'Nada', 'female', 'Turk'])
(6158, [29, 'Visarion', 'male', 'Radovanu'])
(6159, [21, 'Mona', 'female', 'Manea'])
(6160, [35, 'Flora', 'female', 'Țepeneag'])
(6161, [22, 'Dorin', 'male', 'Noica'])
(6162, [18, 'Azema', 'female', 'Klemenčič'])
(6163, [19, 'Casiana', 'female', 'Trașcă'])
(6164, [45, 'Eugen', 'male', 'Murgoci'])
(6165, [34, 'Adam', 'male', 'Shyti'])
(6166, [39, 'Benone', 'male', 'Baciu'])
(6167, [21, 'Robert', 'male', 'Corbea'])
(6168, [23, 'Robertina', 'female', 'Divjak'])
(6169, [25, 'Azema', 'female', 'Kuhar'])
(6170, [65, 'Ivan', 'male', 'Berindei'])
(6171, [34, 'Alisa', 'female', 'Brahimi'])
(6172, [37, 'Ieremia', 'male', 'Myftiu'])
(6173, [36, 'Alberta', 'female', 'Cornea'])
(6174, [26, 'Natasa', 'female', 'Botescu'])
(6175, [36, 'Zaharia', 'female', 'Pașcu'])
(6176, [37, 'Iancu', 'male', 'Parghel'])
(6177, [19, 'Sabrina', 'female', 'Dolha'])
(6178, [21, 'Romina', 'female', 'Manciulea'])
(6179, [28, 'Anghel', 'male', 'Turković'])
(6180, [18, 'Adelaida', 'female', 'Almășan'])
(6181, [28, 'Clara', 'female', 'Teleanu'])
(6182, [36, 'Coralia', 'female', 'Božič'])
(6183, [72, 'Džuro', 'male', 'Deleanu'])
(6184, [36, 'Viorela', 'female', 'Chihaia'])
(6185, [19, 'Ela', 'female', 'Petrič'])
(6186, [18, 'Barbara', 'female', 'Vădineanu'])
(6187, [28, 'Horea', 'male', 'Cocea'])
(6188, [31, 'Iris', 'female', 'Sătmărean'])
(6189, [27, 'Cosmina', 'female', 'Becali'])
(6190, [51, 'Teodora', 'female', 'Vernescu'])
(6191, [41, 'Irina', 'female', 'Baghiu'])
(6192, [23, 'Dženita', 'female', 'Lucan'])
(6193, [56, 'Florian', 'male', 'Knez'])
(6194, [33, 'Pavel', 'male', 'Djuvara'])
(6195, [18, 'Henrieta', 'female', 'Lipatti'])
(6196, [33, 'Ladislau', 'male', 'Predescu'])
(6197, [22, 'Alberta', 'female', 'Padurariu'])
(6198, [43, 'Janez', 'male', 'Sidran'])
(6199, [18, 'Lelia', 'female', 'Moculescu'])
(6200, [19, 'Ivo', 'male', 'Muratović'])
(6201, [23, 'Ines', 'female', 'Demiri'])
(6202, [23, 'Emanuela', 'female', 'Huniade'])
(6203, [24, 'Neritan', 'male', 'Burić'])
(6204, [64, 'Mircea', 'male', 'Bilașco'])
(6205, [19, 'Mirona', 'female', 'Blănculescu'])
(6206, [19, 'Alin', 'male', 'Xhafa'])
(6207, [34, 'Ecaterina', 'female', 'Pavelescu'])
(6208, [39, 'Anton', 'male', 'Žagar'])
(6209, [62, 'Iuliana', 'female', 'Olănescu'])
(6210, [61, 'Nika', 'female', 'Rakić'])
(6211, [20, 'Marcela', 'female', 'Halippa'])
(6212, [24, 'Suzana', 'female', 'Stavarache'])
(6213, [62, 'Augustin', 'male', 'Runceanu'])
(6214, [38, 'Boris', 'male', 'Dinescu'])
(6215, [82, 'Luiza', 'female', 'Dinică'])
(6216, [32, 'Jasna', 'female', 'Vădineanu'])
(6217, [31, 'Viorica', 'female', 'Argeșanu'])
(6218, [21, 'Ciprian', 'male', 'Greceanu'])
(6219, [24, 'Daiana', 'female', 'Pop'])
(6220, [43, 'Džana', 'female', 'Toduță'])
(6221, [25, 'Venera', 'female', 'Nițescu'])
(6222, [20, 'Cezar', 'male', 'Pop'])
(6223, [18, 'Ruxandra', 'female', 'Padurariu'])
(6224, [20, 'Catrinel', 'female', 'Drăghici'])
(6225, [31, 'Emanuela', 'female', 'Kiazim'])
(6226, [25, 'Silviana', 'female', 'Cernea'])
(6227, [21, 'Marcheta', 'female', 'Osmani'])
(6228, [18, 'Sabina', 'female', 'Rusu'])
(6229, [22, 'Daiana', 'female', 'Potočnik'])
(6230, [20, 'Teodor', 'male', 'Enescu'])
(6231, [29, 'Fikret', 'male', 'Săceanu'])
(6232, [21, 'Nijaz', 'male', 'Vîlcu'])
(6233, [21, 'Faruk', 'male', 'Crețu'])
(6234, [20, 'Katja', 'female', 'Mandić'])
(6235, [78, 'Sanjin', 'male', 'Enescu'])
(6236, [50, 'Viviana', 'female', 'Brașoveanu'])
(6237, [23, 'Željko', 'male', 'Dukagjini'])
(6238, [20, 'Aneta', 'female', 'Pascu'])
(6239, [27, 'Florin', 'male', 'Bilașco'])
(6240, [25, 'Tincuța', 'female', 'Tudose'])
(6241, [20, 'Adela', 'female', 'Balašević'])
(6242, [20, 'Boris', 'male', 'Țepeneag'])
(6243, [31, 'Theodor', 'male', 'Koren'])
(6244, [59, 'Flaviu', 'male', 'Nițescu'])
(6245, [27, 'Peter', 'male', 'Maluțan'])
(6246, [26, 'Aglaia', 'female', 'Preoteasa'])
(6247, [29, 'Rebeca', 'female', 'Tomoioagă'])
